strategy,count,delta,lambda,kappa,sim,seed
MF,23.9076,0.76,0.2,0.4,2686,51
IL,33.6344,0.76,0.2,0.4,2687,45
MB,66.1104,0.76,0.2,0.4,2687,45
MF,20.2552,0.76,0.2,0.4,2687,45
IL,5.2566462167689165,0.44,0.1,0.4,2688,46
MB,105.038,0.44,0.1,0.4,2688,46
MF,10.8492,0.44,0.1,0.4,2688,46
IL,18.8108,0.84,0.2,0.4,2689,49
MB,93.8456,0.84,0.2,0.4,2689,49
MF,7.4448499594485,0.84,0.2,0.4,2689,49
IL,18.1816,0.52,0.2,0.4,2690,43
MB,83.3388,0.52,0.2,0.4,2690,43
MF,18.4796,0.52,0.2,0.4,2690,43
IL,18.425806451612903,0.23,0.2,0.4,2691,43
MB,38.1796,0.23,0.2,0.4,2691,43
MF,63.542,0.23,0.2,0.4,2691,43
IL,8.8504,0.07,0.2,0.4,2692,45
MB,6.215044623884403,0.07,0.2,0.4,2692,45
MF,105.3,0.07,0.2,0.4,2692,45
IL,13.552,0.35,0.1,0.4,2693,46
MB,70.9288,0.35,0.1,0.4,2693,46
MF,35.5192,0.35,0.1,0.4,2693,46
IL,32.8884,0.99,0.2,0.4,2694,43
MB,80.606,0.99,0.2,0.4,2694,43
MF,6.571313131313131,0.99,0.2,0.4,2694,43
IL,13.8392,0.6,0.1,0.4,2695,46
MB,98.9012,0.6,0.1,0.4,2695,46
MF,7.2596,0.6,0.1,0.4,2695,46
IL,10.6424,0.07,0.2,0.4,2696,51
MB,10.7304,0.07,0.2,0.4,2696,51
MF,98.6272,0.07,0.2,0.4,2696,51
IL,15.3788,0.09,0.2,0.4,2697,49
MB,13.2984,0.09,0.2,0.4,2697,49
MF,91.3228,0.09,0.2,0.4,2697,49
IL,30.742,0.65,0.2,0.4,2698,43
MB,70.7644,0.65,0.2,0.4,2698,43
MF,18.4936,0.65,0.2,0.4,2698,43
IL,42.0372,0.41,0.2,0.4,2699,45
MB,23.0356,0.41,0.2,0.4,2699,45
MF,54.9272,0.41,0.2,0.4,2699,45
IL,6.706224066390042,0.73,0.1,0.4,2700,46
MB,106.4188,0.73,0.1,0.4,2700,46
MF,7.1164,0.73,0.1,0.4,2700,46
IL,40.6816,0.83,0.3,0.4,2701,47
MB,70.4344,0.83,0.3,0.4,2701,47
MF,8.884,0.83,0.3,0.4,2701,47
IL,32.9368,0.39,0.3,0.4,2702,47
MB,17.0676,0.39,0.3,0.4,2702,47
MF,69.9956,0.39,0.3,0.4,2702,47
IL,38.7844,0.41,0.2,0.4,2703,51
MB,40.5972,0.41,0.2,0.4,2703,51
MF,40.6184,0.41,0.2,0.4,2703,51
IL,7.828,0.06,0.1,0.4,2704,50
MB,36.4992,0.06,0.1,0.4,2704,50
MF,75.6728,0.06,0.1,0.4,2704,50
IL,5.355973813420622,0.98,0.1,0.4,2705,42
MB,104.0596,0.98,0.1,0.4,2705,42
MF,10.7044,0.98,0.1,0.4,2705,42
IL,19.9028,0.22,0.1,0.4,2706,42
MB,41.9328,0.22,0.1,0.4,2706,42
MF,58.1644,0.22,0.1,0.4,2706,42
IL,21.4792,0.34,0.2,0.4,2707,47
MB,40.5528,0.34,0.2,0.4,2707,47
MF,57.968,0.34,0.2,0.4,2707,47
IL,10.8148,0.06,0.1,0.4,2708,44
MB,27.25,0.06,0.1,0.4,2708,44
MF,81.9352,0.06,0.1,0.4,2708,44
IL,11.2784,0.04,0.3,0.4,2709,49
MB,3.704842105263158,0.04,0.3,0.4,2709,49
MF,105.202,0.04,0.3,0.4,2709,49
IL,59.896,0.68,0.3,0.4,2710,43
MB,41.0128,0.68,0.3,0.4,2710,43
MF,19.0912,0.68,0.3,0.4,2710,43
IL,34.3528,0.7,0.2,0.4,2711,47
MB,47.3212,0.7,0.2,0.4,2711,47
MF,38.326,0.7,0.2,0.4,2711,47
IL,54.1196,0.42,0.3,0.4,2712,49
MB,11.5064,0.42,0.3,0.4,2712,49
MF,54.374,0.42,0.3,0.4,2712,49
IL,76.6724,0.94,0.3,0.4,2713,43
MB,30.9608,0.94,0.3,0.4,2713,43
MF,12.3668,0.94,0.3,0.4,2713,43
IL,11.9248,0.64,0.1,0.4,2714,42
MB,100.5408,0.64,0.1,0.4,2714,42
MF,7.5344,0.64,0.1,0.4,2714,42
IL,33.45,0.72,0.2,0.4,2715,47
MB,74.934,0.72,0.2,0.4,2715,47
MF,11.616,0.72,0.2,0.4,2715,47
IL,7.184041700080193,0.08,0.1,0.4,2716,48
MB,42.5896,0.08,0.1,0.4,2716,48
MF,70.2436,0.08,0.1,0.4,2716,48
IL,45.0648,0.67,0.2,0.4,2717,49
MB,60.9096,0.67,0.2,0.4,2717,49
MF,14.0256,0.67,0.2,0.4,2717,49
IL,14.711300639658848,0.95,0.2,0.4,2718,45
MB,101.91,0.95,0.2,0.4,2718,45
MF,4.661886136462408,0.95,0.2,0.4,2718,45
IL,51.6508,0.57,0.3,0.4,2719,47
MB,39.9024,0.57,0.3,0.4,2719,47
MF,28.4468,0.57,0.3,0.4,2719,47
IL,38.824,0.95,0.2,0.4,2720,51
MB,65.4668,0.95,0.2,0.4,2720,51
MF,15.7092,0.95,0.2,0.4,2720,51
IL,11.1896,0.11,0.3,0.4,2721,47
MB,13.2004,0.11,0.3,0.4,2721,47
MF,95.61,0.11,0.3,0.4,2721,47
IL,23.2516,0.21,0.2,0.4,2722,49
MB,56.2704,0.21,0.2,0.4,2722,49
MF,40.478,0.21,0.2,0.4,2722,49
IL,16.144,0.69,0.2,0.4,2723,45
MB,93.402,0.69,0.2,0.4,2723,45
MF,10.454,0.69,0.2,0.4,2723,45
IL,36.198,0.69,0.2,0.4,2724,51
MB,68.9192,0.69,0.2,0.4,2724,51
MF,14.8828,0.69,0.2,0.4,2724,51
IL,14.9264,0.94,0.1,0.4,2725,50
MB,92.3848,0.94,0.1,0.4,2725,50
MF,12.6888,0.94,0.1,0.4,2725,50
IL,78.4068,0.64,0.3,0.4,2726,51
MB,20.3732,0.64,0.3,0.4,2726,51
MF,21.22,0.64,0.3,0.4,2726,51
IL,57.8624,0.64,0.3,0.4,2727,45
MB,24.558,0.64,0.3,0.4,2727,45
MF,37.5796,0.64,0.3,0.4,2727,45
IL,39.9168,0.96,0.3,0.4,2728,49
MB,53.7432,0.96,0.3,0.4,2728,49
MF,26.34,0.96,0.3,0.4,2728,49
IL,11.6624,0.94,0.1,0.4,2729,44
MB,102.572,0.94,0.1,0.4,2729,44
MF,5.7656,0.94,0.1,0.4,2729,44
IL,9.7348,0.66,0.1,0.4,2730,48
MB,103.9964,0.66,0.1,0.4,2730,48
MF,7.29608938547486,0.66,0.1,0.4,2730,48
IL,16.891350660417555,0.22,0.3,0.4,2731,51
MB,7.2890405459654755,0.22,0.3,0.4,2731,51
MF,96.8796,0.22,0.3,0.4,2731,51
IL,56.826,0.98,0.3,0.4,2732,51
MB,58.5148,0.98,0.3,0.4,2732,51
MF,4.977777777777778,0.98,0.3,0.4,2732,51
IL,10.0312,0.68,0.1,0.4,2733,50
MB,104.5072,0.68,0.1,0.4,2733,50
MF,5.474739374498797,0.68,0.1,0.4,2733,50
IL,13.782,0.68,0.1,0.4,2734,44
MB,97.6152,0.68,0.1,0.4,2734,44
MF,9.093868921775899,0.68,0.1,0.4,2734,44
IL,15.434,0.22,0.3,0.4,2735,45
MB,9.8092,0.22,0.3,0.4,2735,45
MF,94.7568,0.22,0.3,0.4,2735,45
IL,10.84190395240119,0.06,0.3,0.4,2736,43
MB,15.8884,0.06,0.3,0.4,2736,43
MF,93.9072,0.06,0.3,0.4,2736,43
IL,77.7724,0.98,0.3,0.4,2737,45
MB,27.4532,0.98,0.3,0.4,2737,45
MF,14.7744,0.98,0.3,0.4,2737,45
IL,24.4464,0.91,0.2,0.4,2738,47
MB,84.7388,0.91,0.2,0.4,2738,47
MF,10.8148,0.91,0.2,0.4,2738,47
IL,7.1167141114274095,0.51,0.1,0.4,2739,48
MB,107.7028,0.51,0.1,0.4,2739,48
MF,5.452037875668999,0.51,0.1,0.4,2739,48
IL,20.9772,0.87,0.1,0.4,2740,42
MB,82.9684,0.87,0.1,0.4,2740,42
MF,16.0544,0.87,0.1,0.4,2740,42
IL,12.358,0.19,0.1,0.4,2741,44
MB,58.612,0.19,0.1,0.4,2741,44
MF,49.03,0.19,0.1,0.4,2741,44
IL,35.6296,0.77,0.3,0.4,2742,43
MB,69.8832,0.77,0.3,0.4,2742,43
MF,14.4872,0.77,0.3,0.4,2742,43
IL,38.8012,0.53,0.3,0.4,2743,45
MB,63.038,0.53,0.3,0.4,2743,45
MF,18.1608,0.53,0.3,0.4,2743,45
IL,52.6032,0.53,0.3,0.4,2744,51
MB,41.8624,0.53,0.3,0.4,2744,51
MF,25.5344,0.53,0.3,0.4,2744,51
IL,10.117142857142857,1.0,0.2,0.4,2745,43
MB,103.7424,1.0,0.2,0.4,2745,43
MF,6.579668049792531,1.0,0.2,0.4,2745,43
IL,18.8492,0.19,0.1,0.4,2746,50
MB,28.1116,0.19,0.1,0.4,2746,50
MF,73.0392,0.19,0.1,0.4,2746,50
IL,24.892,0.2,0.3,0.4,2747,43
MB,15.6284,0.2,0.3,0.4,2747,43
MF,79.4796,0.2,0.3,0.4,2747,43
IL,31.3028,0.31,0.3,0.4,2748,43
MB,12.2816,0.31,0.3,0.4,2748,43
MF,76.4156,0.31,0.3,0.4,2748,43
IL,24.5116,0.15,0.3,0.4,2749,45
MB,11.498,0.15,0.3,0.4,2749,45
MF,83.9904,0.15,0.3,0.4,2749,45
IL,17.17,0.17,0.1,0.4,2750,48
MB,26.3388,0.17,0.1,0.4,2750,48
MF,76.4912,0.17,0.1,0.4,2750,48
IL,20.9044,0.15,0.3,0.4,2751,51
MB,11.01,0.15,0.3,0.4,2751,51
MF,88.0856,0.15,0.3,0.4,2751,51
IL,27.4412,0.18,0.2,0.4,2752,51
MB,9.1992,0.18,0.2,0.4,2752,51
MF,83.3596,0.18,0.2,0.4,2752,51
IL,19.9808,0.18,0.2,0.4,2753,45
MB,6.630619168787108,0.18,0.2,0.4,2753,45
MF,93.7652,0.18,0.2,0.4,2753,45
IL,34.2424,0.86,0.2,0.4,2754,43
MB,72.612,0.86,0.2,0.4,2754,43
MF,13.866666666666667,0.86,0.2,0.4,2754,43
IL,18.8796,0.16,0.2,0.4,2755,49
MB,15.2984,0.16,0.2,0.4,2755,49
MF,85.822,0.16,0.2,0.4,2755,49
IL,32.1612,0.26,0.3,0.4,2756,47
MB,14.2988,0.26,0.3,0.4,2756,47
MF,73.54,0.26,0.3,0.4,2756,47
IL,36.8536,0.26,0.3,0.4,2757,46
MB,15.854,0.26,0.3,0.4,2757,46
MF,67.2924,0.26,0.3,0.4,2757,46
IL,29.0312,0.16,0.2,0.4,2758,48
MB,10.9268,0.16,0.2,0.4,2758,48
MF,80.042,0.16,0.2,0.4,2758,48
IL,26.6672,0.86,0.2,0.4,2759,42
MB,72.902,0.86,0.2,0.4,2759,42
MF,20.4308,0.86,0.2,0.4,2759,42
IL,8.3348,0.18,0.2,0.4,2760,44
MB,12.9176,0.18,0.2,0.4,2760,44
MF,98.7476,0.18,0.2,0.4,2760,44
IL,25.9348,0.18,0.2,0.4,2761,50
MB,15.8124,0.18,0.2,0.4,2761,50
MF,78.2528,0.18,0.2,0.4,2761,50
IL,15.192,0.15,0.3,0.4,2762,50
MB,14.5948,0.15,0.3,0.4,2762,50
MF,90.2132,0.15,0.3,0.4,2762,50
IL,20.6808,0.2,0.3,0.4,2763,42
MB,13.8688,0.2,0.3,0.4,2763,42
MF,85.4504,0.2,0.3,0.4,2763,42
IL,12.1684,0.17,0.1,0.4,2764,49
MB,39.1616,0.17,0.1,0.4,2764,49
MF,68.67,0.17,0.1,0.4,2764,49
IL,15.4032,0.15,0.3,0.4,2765,44
MB,14.7084,0.15,0.3,0.4,2765,44
MF,89.8884,0.15,0.3,0.4,2765,44
IL,23.9644,0.31,0.3,0.4,2766,42
MB,8.38655462184874,0.31,0.3,0.4,2766,42
MF,88.0516,0.31,0.3,0.4,2766,42
IL,15.9136,0.19,0.1,0.4,2767,51
MB,47.6156,0.19,0.1,0.4,2767,51
MF,56.4708,0.19,0.1,0.4,2767,51
IL,52.376,1.0,0.2,0.4,2768,42
MB,59.5272,1.0,0.2,0.4,2768,42
MF,8.0968,1.0,0.2,0.4,2768,42
IL,65.0368,0.53,0.3,0.4,2769,50
MB,17.2912,0.53,0.3,0.4,2769,50
MF,37.672,0.53,0.3,0.4,2769,50
IL,59.114,0.53,0.3,0.4,2770,44
MB,23.6008,0.53,0.3,0.4,2770,44
MF,37.2852,0.53,0.3,0.4,2770,44
IL,73.3596,0.77,0.3,0.4,2771,42
MB,21.768,0.77,0.3,0.4,2771,42
MF,24.8724,0.77,0.3,0.4,2771,42
IL,12.442,0.19,0.1,0.4,2772,45
MB,39.332,0.19,0.1,0.4,2772,45
MF,68.226,0.19,0.1,0.4,2772,45
IL,11.1952,0.87,0.1,0.4,2773,43
MB,92.982,0.87,0.1,0.4,2773,43
MF,16.04095701540957,0.87,0.1,0.4,2773,43
IL,20.5412,0.91,0.2,0.4,2774,46
MB,88.1264,0.91,0.2,0.4,2774,46
MF,11.3324,0.91,0.2,0.4,2774,46
IL,14.2096,0.51,0.1,0.4,2775,49
MB,86.4464,0.51,0.1,0.4,2775,49
MF,19.344,0.51,0.1,0.4,2775,49
IL,42.5392,0.98,0.3,0.4,2776,44
MB,68.466,0.98,0.3,0.4,2776,44
MF,8.9948,0.98,0.3,0.4,2776,44
IL,8.322056239015817,0.06,0.3,0.4,2777,42
MB,6.9196,0.06,0.3,0.4,2777,42
MF,105.504,0.06,0.3,0.4,2777,42
IL,31.3792,0.22,0.3,0.4,2778,44
MB,9.1716,0.22,0.3,0.4,2778,44
MF,79.4492,0.22,0.3,0.4,2778,44
IL,16.3052,0.68,0.1,0.4,2779,45
MB,91.976,0.68,0.1,0.4,2779,45
MF,11.7188,0.68,0.1,0.4,2779,45
IL,15.5836,0.68,0.1,0.4,2780,51
MB,89.9716,0.68,0.1,0.4,2780,51
MF,14.4448,0.68,0.1,0.4,2780,51
IL,95.8064,0.98,0.3,0.4,2781,50
MB,10.97069597069597,0.98,0.3,0.4,2781,50
MF,13.4116,0.98,0.3,0.4,2781,50
IL,23.156,0.22,0.3,0.4,2782,50
MB,5.739204788371099,0.22,0.3,0.4,2782,50
MF,91.4744,0.22,0.3,0.4,2782,50
IL,14.742,0.66,0.1,0.4,2783,49
MB,64.3708,0.66,0.1,0.4,2783,49
MF,40.8872,0.66,0.1,0.4,2783,49
IL,11.928,0.94,0.1,0.4,2784,45
MB,97.6716,0.94,0.1,0.4,2784,45
MF,10.4004,0.94,0.1,0.4,2784,45
IL,46.7708,0.96,0.3,0.4,2785,48
MB,66.2124,0.96,0.3,0.4,2785,48
MF,7.242774566473988,0.96,0.3,0.4,2785,48
IL,82.7576,0.64,0.3,0.4,2786,44
MB,16.6124,0.64,0.3,0.4,2786,44
MF,20.63,0.64,0.3,0.4,2786,44
IL,68.4256,0.64,0.3,0.4,2787,50
MB,33.156,0.64,0.3,0.4,2787,50
MF,18.4184,0.64,0.3,0.4,2787,50
IL,10.2284,0.94,0.1,0.4,2788,51
MB,103.904,0.94,0.1,0.4,2788,51
MF,5.8676,0.94,0.1,0.4,2788,51
IL,24.932,0.69,0.2,0.4,2789,50
MB,72.156,0.69,0.2,0.4,2789,50
MF,22.912,0.69,0.2,0.4,2789,50
IL,38.3524,0.69,0.2,0.4,2790,44
MB,62.1212,0.69,0.2,0.4,2790,44
MF,19.5264,0.69,0.2,0.4,2790,44
IL,10.0164,0.21,0.2,0.4,2791,48
MB,33.1044,0.21,0.2,0.4,2791,48
MF,76.8792,0.21,0.2,0.4,2791,48
IL,20.2036,0.11,0.3,0.4,2792,46
MB,26.1996,0.11,0.3,0.4,2792,46
MF,73.5968,0.11,0.3,0.4,2792,46
IL,26.79,0.95,0.2,0.4,2793,50
MB,80.3048,0.95,0.2,0.4,2793,50
MF,12.9052,0.95,0.2,0.4,2793,50
IL,60.7532,0.57,0.3,0.4,2794,46
MB,13.3288,0.57,0.3,0.4,2794,46
MF,45.918,0.57,0.3,0.4,2794,46
IL,15.3216,0.95,0.2,0.4,2795,44
MB,93.244,0.95,0.2,0.4,2795,44
MF,11.881130507065668,0.95,0.2,0.4,2795,44
IL,39.6232,0.67,0.2,0.4,2796,48
MB,52.0012,0.67,0.2,0.4,2796,48
MF,28.3756,0.67,0.2,0.4,2796,48
IL,23.0352,0.08,0.1,0.4,2797,49
MB,19.0428,0.08,0.1,0.4,2797,49
MF,77.922,0.08,0.1,0.4,2797,49
IL,28.6416,0.72,0.2,0.4,2798,46
MB,71.5104,0.72,0.2,0.4,2798,46
MF,19.848,0.72,0.2,0.4,2798,46
IL,25.836,0.64,0.1,0.4,2799,43
MB,77.7712,0.64,0.1,0.4,2799,43
MF,16.3928,0.64,0.1,0.4,2799,43
IL,43.42,0.94,0.3,0.4,2800,42
MB,60.5072,0.94,0.3,0.4,2800,42
MF,16.0728,0.94,0.3,0.4,2800,42
IL,30.2936,0.42,0.3,0.4,2801,48
MB,18.8968,0.42,0.3,0.4,2801,48
MF,70.8096,0.42,0.3,0.4,2801,48
IL,63.922,0.68,0.3,0.4,2802,42
MB,16.11346633416459,0.68,0.3,0.4,2802,42
MF,40.5704,0.68,0.3,0.4,2802,42
IL,13.4804,0.04,0.3,0.4,2803,48
MB,9.244,0.04,0.3,0.4,2803,48
MF,97.2756,0.04,0.3,0.4,2803,48
IL,10.7636,0.06,0.1,0.4,2804,45
MB,46.9416,0.06,0.1,0.4,2804,45
MF,62.2948,0.06,0.1,0.4,2804,45
IL,41.5648,0.34,0.2,0.4,2805,46
MB,12.2624,0.34,0.2,0.4,2805,46
MF,66.1728,0.34,0.2,0.4,2805,46
IL,8.878828229027963,0.22,0.1,0.4,2806,43
MB,55.5124,0.22,0.1,0.4,2806,43
MF,56.486,0.22,0.1,0.4,2806,43
IL,14.0576,0.98,0.1,0.4,2807,43
MB,97.0168,0.98,0.1,0.4,2807,43
MF,8.9256,0.98,0.1,0.4,2807,43
IL,23.0584,0.7,0.2,0.4,2808,46
MB,76.906,0.7,0.2,0.4,2808,46
MF,20.0356,0.7,0.2,0.4,2808,46
IL,12.966072205306656,0.06,0.1,0.4,2809,51
MB,13.171641791044776,0.06,0.1,0.4,2809,51
MF,95.3684,0.06,0.1,0.4,2809,51
IL,23.156,0.41,0.2,0.4,2810,50
MB,54.2112,0.41,0.2,0.4,2810,50
MF,42.6328,0.41,0.2,0.4,2810,50
IL,38.8,0.39,0.3,0.4,2811,46
MB,12.2004,0.39,0.3,0.4,2811,46
MF,68.9996,0.39,0.3,0.4,2811,46
IL,59.2308,0.83,0.3,0.4,2812,46
MB,43.9904,0.83,0.3,0.4,2812,46
MF,16.7788,0.83,0.3,0.4,2812,46
IL,21.38,0.73,0.1,0.4,2813,47
MB,89.214,0.73,0.1,0.4,2813,47
MF,9.406,0.73,0.1,0.4,2813,47
IL,25.5812,0.41,0.2,0.4,2814,44
MB,37.9068,0.41,0.2,0.4,2814,44
MF,56.512,0.41,0.2,0.4,2814,44
IL,11.5036,0.65,0.2,0.4,2815,42
MB,88.7528,0.65,0.2,0.4,2815,42
MF,19.7436,0.65,0.2,0.4,2815,42
IL,14.2404,0.09,0.2,0.4,2816,48
MB,19.1496,0.09,0.2,0.4,2816,48
MF,86.61,0.09,0.2,0.4,2816,48
IL,8.2784,0.07,0.2,0.4,2817,50
MB,19.6804,0.07,0.2,0.4,2817,50
MF,92.0412,0.07,0.2,0.4,2817,50
IL,18.4016,0.99,0.2,0.4,2818,42
MB,83.9512,0.99,0.2,0.4,2818,42
MF,17.6472,0.99,0.2,0.4,2818,42
IL,22.5084,0.35,0.1,0.4,2819,47
MB,43.27,0.35,0.1,0.4,2819,47
MF,54.2216,0.35,0.1,0.4,2819,47
IL,19.4684,0.07,0.2,0.4,2820,44
MB,9.9376,0.07,0.2,0.4,2820,44
MF,90.594,0.07,0.2,0.4,2820,44
IL,30.8184,0.23,0.2,0.4,2821,42
MB,17.7688,0.23,0.2,0.4,2821,42
MF,71.4128,0.23,0.2,0.4,2821,42
IL,16.3376,0.6,0.1,0.4,2822,47
MB,96.3056,0.6,0.1,0.4,2822,47
MF,7.519215044971382,0.6,0.1,0.4,2822,47
IL,22.9876,0.52,0.2,0.4,2823,42
MB,77.932,0.52,0.2,0.4,2823,42
MF,19.0804,0.52,0.2,0.4,2823,42
IL,7.1652,0.44,0.1,0.4,2824,47
MB,105.9152,0.44,0.1,0.4,2824,47
MF,7.1160016454134105,0.44,0.1,0.4,2824,47
IL,38.0228,0.84,0.2,0.4,2825,48
MB,66.366,0.84,0.2,0.4,2825,48
MF,15.6112,0.84,0.2,0.4,2825,48
IL,35.088,0.76,0.2,0.4,2826,44
MB,61.2552,0.76,0.2,0.4,2826,44
MF,23.6568,0.76,0.2,0.4,2826,44
IL,23.8672,0.76,0.2,0.4,2827,50
MB,66.2624,0.76,0.2,0.4,2827,50
MF,29.8704,0.76,0.2,0.4,2827,50
IL,45.0172,0.48,0.3,0.4,2828,46
MB,37.4908,0.48,0.3,0.4,2828,46
MF,37.492,0.48,0.3,0.4,2828,46
IL,22.9796,0.78,0.2,0.4,2829,48
MB,66.65,0.78,0.2,0.4,2829,48
MF,30.3704,0.78,0.2,0.4,2829,48
IL,27.362,0.14,0.2,0.4,2830,42
MB,18.5304,0.14,0.2,0.4,2830,42
MF,74.1076,0.14,0.2,0.4,2830,42
IL,15.6184,0.02,0.1,0.4,2831,47
MB,22.2988,0.02,0.1,0.4,2831,47
MF,82.0828,0.02,0.1,0.4,2831,47
IL,32.7748,0.3,0.2,0.4,2832,44
MB,39.1208,0.3,0.2,0.4,2832,44
MF,48.1044,0.3,0.2,0.4,2832,44
IL,30.7048,0.3,0.2,0.4,2833,50
MB,27.306,0.3,0.2,0.4,2833,50
MF,61.9892,0.3,0.2,0.4,2833,50
IL,8.116248919619705,0.77,0.1,0.4,2834,51
MB,104.4684,0.77,0.1,0.4,2834,51
MF,8.07410390656464,0.77,0.1,0.4,2834,51
IL,63.0364,0.87,0.3,0.4,2835,50
MB,31.5748,0.87,0.3,0.4,2835,50
MF,25.3888,0.87,0.3,0.4,2835,50
IL,53.08,0.87,0.3,0.4,2836,44
MB,61.5444,0.87,0.3,0.4,2836,44
MF,5.512305168170632,0.87,0.3,0.4,2836,44
IL,47.15,0.75,0.3,0.4,2837,48
MB,53.3924,0.75,0.3,0.4,2837,48
MF,19.4576,0.75,0.3,0.4,2837,48
IL,34.0324,0.19,0.3,0.4,2838,42
MB,9.3924,0.19,0.3,0.4,2838,42
MF,76.5752,0.19,0.3,0.4,2838,42
IL,17.5112,0.53,0.1,0.4,2839,43
MB,72.2276,0.53,0.1,0.4,2839,43
MF,30.2612,0.53,0.1,0.4,2839,43
IL,15.4912,0.77,0.1,0.4,2840,45
MB,96.0216,0.77,0.1,0.4,2840,45
MF,8.4872,0.77,0.1,0.4,2840,45
IL,9.818,0.85,0.1,0.4,2841,49
MB,102.6908,0.85,0.1,0.4,2841,49
MF,7.4912,0.85,0.1,0.4,2841,49
IL,22.9412,0.45,0.2,0.4,2842,46
MB,87.1756,0.45,0.2,0.4,2842,46
MF,9.8832,0.45,0.2,0.4,2842,46
IL,16.16,0.2,0.1,0.4,2843,51
MB,48.1144,0.2,0.1,0.4,2843,51
MF,55.7256,0.2,0.1,0.4,2843,51
IL,10.518,0.31,0.1,0.4,2844,51
MB,88.52,0.31,0.1,0.4,2844,51
MF,20.962,0.31,0.1,0.4,2844,51
IL,15.2852,0.15,0.1,0.4,2845,43
MB,26.5676,0.15,0.1,0.4,2845,43
MF,78.1472,0.15,0.1,0.4,2845,43
IL,16.9752,0.31,0.1,0.4,2846,45
MB,42.0744,0.31,0.1,0.4,2846,45
MF,60.9504,0.31,0.1,0.4,2846,45
IL,9.5096,0.03,0.2,0.4,2847,46
MB,15.238,0.03,0.2,0.4,2847,46
MF,95.2524,0.03,0.2,0.4,2847,46
IL,5.248590021691974,0.79,0.1,0.4,2848,49
MB,79.7592,0.79,0.1,0.4,2848,49
MF,35.4016,0.79,0.1,0.4,2848,49
IL,41.7012,0.89,0.3,0.4,2849,48
MB,69.3612,0.89,0.3,0.4,2849,48
MF,10.174863387978142,0.89,0.3,0.4,2849,48
IL,46.0704,0.33,0.3,0.4,2850,48
MB,11.1832,0.33,0.3,0.4,2850,48
MF,62.7464,0.33,0.3,0.4,2850,48
IL,5.8997995991983965,0.0,0.3,0.4,2851,48
MB,13.8308,0.0,0.3,0.4,2851,48
MF,100.2812,0.0,0.3,0.4,2851,48
IL,20.42,0.2,0.1,0.4,2852,45
MB,19.3536,0.2,0.1,0.4,2852,45
MF,80.2264,0.2,0.1,0.4,2852,45
IL,5.78,0.03,0.2,0.4,2853,50
MB,6.0904,0.03,0.2,0.4,2853,50
MF,108.1296,0.03,0.2,0.4,2853,50
IL,21.4292,0.2,0.1,0.4,2854,47
MB,22.064,0.2,0.1,0.4,2854,47
MF,76.5068,0.2,0.1,0.4,2854,47
IL,25.0432,0.31,0.1,0.4,2855,47
MB,49.4816,0.31,0.1,0.4,2855,47
MF,45.4752,0.31,0.1,0.4,2855,47
IL,11.1668,0.03,0.2,0.4,2856,44
MB,14.6776,0.03,0.2,0.4,2856,44
MF,94.1556,0.03,0.2,0.4,2856,44
IL,14.9032,0.27,0.2,0.4,2857,42
MB,21.7592,0.27,0.2,0.4,2857,42
MF,83.3376,0.27,0.2,0.4,2857,42
IL,40.756,0.45,0.2,0.4,2858,50
MB,64.5628,0.45,0.2,0.4,2858,50
MF,14.6812,0.45,0.2,0.4,2858,50
IL,11.6376,0.77,0.1,0.4,2859,47
MB,101.9624,0.77,0.1,0.4,2859,47
MF,6.644518272425249,0.77,0.1,0.4,2859,47
IL,45.824,0.45,0.2,0.4,2860,44
MB,18.7792,0.45,0.2,0.4,2860,44
MF,55.3968,0.45,0.2,0.4,2860,44
IL,21.5716,0.61,0.2,0.4,2861,42
MB,65.6744,0.61,0.2,0.4,2861,42
MF,32.754,0.61,0.2,0.4,2861,42
IL,72.4608,0.87,0.3,0.4,2862,46
MB,28.8664,0.87,0.3,0.4,2862,46
MF,18.6728,0.87,0.3,0.4,2862,46
IL,33.51,0.3,0.2,0.4,2863,46
MB,26.3856,0.3,0.2,0.4,2863,46
MF,60.1044,0.3,0.2,0.4,2863,46
IL,9.807243460764587,0.02,0.1,0.4,2864,45
MB,50.044,0.02,0.1,0.4,2864,45
MF,60.2076,0.02,0.1,0.4,2864,45
IL,13.6972,0.26,0.1,0.4,2865,43
MB,32.4712,0.26,0.1,0.4,2865,43
MF,73.8316,0.26,0.1,0.4,2865,43
IL,48.9696,0.48,0.3,0.4,2866,44
MB,11.9868,0.48,0.3,0.4,2866,44
MF,59.0436,0.48,0.3,0.4,2866,44
IL,38.47,0.48,0.3,0.4,2867,50
MB,23.4592,0.48,0.3,0.4,2867,50
MF,58.0708,0.48,0.3,0.4,2867,50
IL,13.1192,0.02,0.1,0.4,2868,51
MB,43.8404,0.02,0.1,0.4,2868,51
MF,63.0404,0.02,0.1,0.4,2868,51
IL,49.2152,0.46,0.3,0.4,2869,48
MB,17.2068,0.46,0.3,0.4,2869,48
MF,53.578,0.46,0.3,0.4,2869,48
IL,21.4552,0.44,0.1,0.4,2870,45
MB,65.0488,0.44,0.1,0.4,2870,45
MF,33.496,0.44,0.1,0.4,2870,45
IL,30.796,0.76,0.2,0.4,2871,46
MB,59.3528,0.76,0.2,0.4,2871,46
MF,29.8512,0.76,0.2,0.4,2871,46
IL,16.566,0.44,0.1,0.4,2872,51
MB,87.1472,0.44,0.1,0.4,2872,51
